Transaction_ID,SKU,Date,Type,Quantity
T001678,PROD-1359,2026-05-06,Out,1
T001454,PROD-1361,2026-05-06,Out,1
T001676,PROD-1359,2026-05-06,Out,1
T001460,PROD-1361,2026-05-06,Out,1
T000114,PROD-403,2026-05-06,Out,5
T001133,PROD-1362,2026-05-06,Out,1
T000390,PROD-1014,2026-05-06,Out,2
T000949,PROD-627,2026-05-06,Out,1
T001280,PROD-1350,2026-05-06,Out,1
T000657,PROD-1004,2026-05-06,Out,5
T000851,PROD-191,2026-05-06,Out,1
T000104,PROD-403,2026-05-06,Out,1
T000847,PROD-191,2026-05-06,Out,1
T001132,PROD-1362,2026-05-06,Out,1
T000854,PROD-191,2026-05-06,Out,2
T000952,PROD-627,2026-05-07,Out,3
T000014,PROD-365,2026-05-07,Out,1
T000852,PROD-191,2026-05-07,Out,1
T001311,PROD-1363,2026-05-07,Out,1
T001310,PROD-1363,2026-05-07,Out,1
T001389,PROD-1349,2026-05-07,Out,2
T000850,PROD-191,2026-05-07,Out,1
T001455,PROD-1361,2026-05-07,Out,1
T000013,PROD-365,2026-05-07,Out,2
T001453,PROD-1361,2026-05-07,Out,4
T001459,PROD-1361,2026-05-07,Out,1
T000109,PROD-403,2026-05-07,Out,2
T001139,PROD-1362,2026-05-07,Out,1
T000282,PROD-502,2026-05-07,Out,1
RST031,PROD-191,2026-05-07,In,26
T000946,PROD-627,2026-05-07,Out,2
T000855,PROD-191,2026-05-07,Out,2
T000703,PROD-1073,2026-05-07,Out,1
T000008,PROD-365,2026-05-07,Out,1
T000951,PROD-627,2026-05-07,Out,1
T000108,PROD-403,2026-05-07,Out,2
T001463,PROD-1361,2026-05-07,Out,1
T001458,PROD-1361,2026-05-08,Out,5
T000100,PROD-403,2026-05-08,Out,1
T000762,PROD-957,2026-05-08,Out,2
T000105,PROD-403,2026-05-08,Out,1
T000101,PROD-403,2026-05-08,Out,1
T001457,PROD-1361,2026-05-08,Out,1
T000944,PROD-627,2026-05-08,Out,1
T001456,PROD-1361,2026-05-08,Out,1
T001131,PROD-1362,2026-05-08,Out,1
RST053,PROD-1349,2026-05-08,In,23
T001680,PROD-1359,2026-05-08,Out,4
T001679,PROD-1359,2026-05-08,Out,3
T001675,PROD-1359,2026-05-08,Out,1
T000107,PROD-403,2026-05-08,Out,1
RST010,PROD-502,2026-05-08,In,43
T000115,PROD-403,2026-05-08,Out,1
T000702,PROD-1073,2026-05-08,Out,1
T000280,PROD-502,2026-05-08,Out,1
T000285,PROD-502,2026-05-08,Out,1
T000288,PROD-502,2026-05-09,Out,1
T000765,PROD-957,2026-05-09,Out,3
T001681,PROD-1359,2026-05-09,Out,2
T000768,PROD-957,2026-05-09,Out,3
T000766,PROD-957,2026-05-09,Out,3
T000764,PROD-957,2026-05-09,Out,1
T001156,PROD-1362,2026-05-09,Out,3
T000406,PROD-1014,2026-05-09,Out,1
T000957,PROD-627,2026-05-09,Out,5
T001312,PROD-1363,2026-05-09,Out,1
T001147,PROD-1362,2026-05-09,Out,1
T000415,PROD-1014,2026-05-09,Out,2
T001314,PROD-1363,2026-05-09,Out,1
T000961,PROD-627,2026-05-09,Out,1
T000413,PROD-1014,2026-05-09,Out,1
T000412,PROD-1014,2026-05-09,Out,1
T000409,PROD-1014,2026-05-09,Out,1
T000407,PROD-1014,2026-05-09,Out,5
T000707,PROD-1073,2026-05-09,Out,1
T000658,PROD-1004,2026-05-09,Out,2
T001153,PROD-1362,2026-05-09,Out,1
T000956,PROD-627,2026-05-10,Out,3
T001686,PROD-1359,2026-05-10,Out,1
T001684,PROD-1359,2026-05-10,Out,1
T000019,PROD-365,2026-05-10,Out,1
T000121,PROD-403,2026-05-10,Out,2
T000767,PROD-957,2026-05-10,Out,1
T000117,PROD-403,2026-05-10,Out,2
T001464,PROD-1361,2026-05-10,Out,2
T000857,PROD-191,2026-05-10,Out,1
T000402,PROD-1014,2026-05-10,Out,1
T001474,PROD-1361,2026-05-10,Out,4
T001470,PROD-1361,2026-05-10,Out,3
T001154,PROD-1362,2026-05-11,Out,1
T001473,PROD-1361,2026-05-11,Out,5
T000960,PROD-627,2026-05-11,Out,2
T000959,PROD-627,2026-05-11,Out,6
T000858,PROD-191,2026-05-11,Out,1
T000120,PROD-403,2026-05-11,Out,5
T001469,PROD-1361,2026-05-11,Out,1
T000287,PROD-502,2026-05-11,Out,1
T001467,PROD-1361,2026-05-11,Out,1
T001465,PROD-1361,2026-05-11,Out,1
T001315,PROD-1363,2026-05-11,Out,3
T001282,PROD-1350,2026-05-11,Out,1
T000408,PROD-1014,2026-05-11,Out,1
T000404,PROD-1014,2026-05-11,Out,2
T000017,PROD-365,2026-05-11,Out,2
T000286,PROD-502,2026-05-12,Out,1
T000859,PROD-191,2026-05-12,Out,4
T000403,PROD-1014,2026-05-12,Out,1
T001155,PROD-1362,2026-05-12,Out,1
T000411,PROD-1014,2026-05-12,Out,1
T001146,PROD-1362,2026-05-12,Out,1
T001148,PROD-1362,2026-05-12,Out,1
T001683,PROD-1359,2026-05-12,Out,1
T001149,PROD-1362,2026-05-12,Out,1
T000705,PROD-1073,2026-05-12,Out,1
T000706,PROD-1073,2026-05-13,Out,1
T001283,PROD-1350,2026-05-13,Out,1
T000290,PROD-502,2026-05-13,Out,3
T001390,PROD-1349,2026-05-13,Out,1
T001687,PROD-1359,2026-05-13,Out,1
T001685,PROD-1359,2026-05-13,Out,1
T001151,PROD-1362,2026-05-13,Out,1
T000021,PROD-365,2026-05-13,Out,1
T000118,PROD-403,2026-05-13,Out,1
T001145,PROD-1362,2026-05-13,Out,1
T000963,PROD-627,2026-05-13,Out,1
T001150,PROD-1362,2026-05-13,Out,1
T000400,PROD-1014,2026-05-13,Out,3
T000015,PROD-365,2026-05-14,Out,3
T001468,PROD-1361,2026-05-14,Out,1
T000018,PROD-365,2026-05-14,Out,1
T000020,PROD-365,2026-05-14,Out,3
T001391,PROD-1349,2026-05-14,Out,1
RST027,PROD-957,2026-05-14,In,35
T000414,PROD-1014,2026-05-14,Out,1
T000397,PROD-1014,2026-05-14,Out,1
T000856,PROD-191,2026-05-14,Out,5
RST040,PROD-1362,2026-05-14,In,46
T000289,PROD-502,2026-05-14,Out,1
T000291,PROD-502,2026-05-14,Out,1
T001152,PROD-1362,2026-05-14,Out,2
T000953,PROD-627,2026-05-14,Out,1
T000954,PROD-627,2026-05-14,Out,2
T000958,PROD-627,2026-05-14,Out,4
T000955,PROD-627,2026-05-14,Out,1
T001313,PROD-1363,2026-05-14,Out,1
T000119,PROD-403,2026-05-14,Out,1
RST036,PROD-627,2026-05-15,In,69
RST001,PROD-365,2026-05-15,In,38
T001688,PROD-1359,2026-05-15,Out,1
T000122,PROD-403,2026-05-15,Out,3
T001392,PROD-1349,2026-05-15,Out,2
T000962,PROD-627,2026-05-15,Out,1
T000016,PROD-365,2026-05-15,Out,1
T000399,PROD-1014,2026-05-15,Out,2
RST005,PROD-403,2026-05-15,In,57
T001682,PROD-1359,2026-05-15,Out,1
T000398,PROD-1014,2026-05-15,Out,1
T001472,PROD-1361,2026-05-15,Out,4
T000401,PROD-1014,2026-05-15,Out,3
T000405,PROD-1014,2026-05-15,Out,1
RST045,PROD-1350,2026-05-15,In,7
T000410,PROD-1014,2026-05-15,Out,1
RST014,PROD-1014,2026-05-15,In,84
T000704,PROD-1073,2026-05-15,Out,1
T001471,PROD-1361,2026-05-15,Out,3
T000116,PROD-403,2026-05-15,Out,1
T001466,PROD-1361,2026-05-15,Out,3
T000433,PROD-1014,2026-05-16,Out,1
T000418,PROD-1014,2026-05-16,Out,1
T000024,PROD-365,2026-05-16,Out,2
T001477,PROD-1361,2026-05-16,Out,1
T000709,PROD-1073,2026-05-16,Out,1
T001697,PROD-1359,2026-05-16,Out,2
T000430,PROD-1014,2026-05-16,Out,1
T000421,PROD-1014,2026-05-16,Out,1
T000420,PROD-1014,2026-05-16,Out,1
T000771,PROD-957,2026-05-16,Out,2
T001158,PROD-1362,2026-05-16,Out,1
T000660,PROD-1004,2026-05-16,Out,2
T001475,PROD-1361,2026-05-17,Out,2
T000432,PROD-1014,2026-05-17,Out,1
T000431,PROD-1014,2026-05-17,Out,2
T001393,PROD-1349,2026-05-17,Out,1
T000868,PROD-191,2026-05-17,Out,1
T001396,PROD-1349,2026-05-17,Out,1
T000860,PROD-191,2026-05-17,Out,2
T000428,PROD-1014,2026-05-17,Out,1
T000419,PROD-1014,2026-05-17,Out,3
T000417,PROD-1014,2026-05-17,Out,1
T000023,PROD-365,2026-05-17,Out,1
T000864,PROD-191,2026-05-17,Out,1
T001316,PROD-1363,2026-05-17,Out,1
T000870,PROD-191,2026-05-17,Out,1
T000426,PROD-1014,2026-05-17,Out,1
T000292,PROD-502,2026-05-17,Out,1
T001157,PROD-1362,2026-05-17,Out,2
T000708,PROD-1073,2026-05-17,Out,1
T001692,PROD-1359,2026-05-17,Out,4
T001163,PROD-1362,2026-05-17,Out,2
T000968,PROD-627,2026-05-17,Out,1
T001395,PROD-1349,2026-05-18,Out,1
T001285,PROD-1350,2026-05-18,Out,1
T000416,PROD-1014,2026-05-18,Out,1
T000422,PROD-1014,2026-05-18,Out,1
T000965,PROD-627,2026-05-18,Out,6
T000865,PROD-191,2026-05-18,Out,1
T000427,PROD-1014,2026-05-18,Out,2
T001317,PROD-1363,2026-05-18,Out,2
T000710,PROD-1073,2026-05-18,Out,1
T000772,PROD-957,2026-05-18,Out,2
T001394,PROD-1349,2026-05-18,Out,1
T000126,PROD-403,2026-05-18,Out,1
T000296,PROD-502,2026-05-18,Out,1
T001478,PROD-1361,2026-05-18,Out,1
T000124,PROD-403,2026-05-18,Out,1
T001476,PROD-1361,2026-05-18,Out,2
T001160,PROD-1362,2026-05-18,Out,1
T000967,PROD-627,2026-05-18,Out,2
T001284,PROD-1350,2026-05-19,Out,2
T001318,PROD-1363,2026-05-19,Out,1
T001480,PROD-1361,2026-05-19,Out,4
T001689,PROD-1359,2026-05-19,Out,3
T000127,PROD-403,2026-05-19,Out,2
T000022,PROD-365,2026-05-19,Out,2
T001696,PROD-1359,2026-05-19,Out,1
T000026,PROD-365,2026-05-19,Out,1
T000659,PROD-1004,2026-05-19,Out,1
T000423,PROD-1014,2026-05-19,Out,3
T000774,PROD-957,2026-05-19,Out,1
T000429,PROD-1014,2026-05-19,Out,5
T000769,PROD-957,2026-05-19,Out,1
T000294,PROD-502,2026-05-19,Out,1
T001165,PROD-1362,2026-05-19,Out,3
T000863,PROD-191,2026-05-19,Out,1
T000425,PROD-1014,2026-05-20,Out,1
T000964,PROD-627,2026-05-20,Out,3
T000969,PROD-627,2026-05-20,Out,2
T001479,PROD-1361,2026-05-20,Out,1
T000711,PROD-1073,2026-05-20,Out,1
T001481,PROD-1361,2026-05-20,Out,2
T001286,PROD-1350,2026-05-20,Out,1
T000129,PROD-403,2026-05-20,Out,1
T001166,PROD-1362,2026-05-20,Out,4
T000293,PROD-502,2026-05-20,Out,1
T000861,PROD-191,2026-05-20,Out,1
T001693,PROD-1359,2026-05-20,Out,1
T001691,PROD-1359,2026-05-20,Out,2
T000773,PROD-957,2026-05-20,Out,1
T000770,PROD-957,2026-05-20,Out,1
T001690,PROD-1359,2026-05-20,Out,2
T000867,PROD-191,2026-05-20,Out,1
T001695,PROD-1359,2026-05-20,Out,1
T001167,PROD-1362,2026-05-21,Out,3
T000123,PROD-403,2026-05-21,Out,1
T000424,PROD-1014,2026-05-21,Out,1
T001164,PROD-1362,2026-05-21,Out,1
T000966,PROD-627,2026-05-21,Out,4
T001161,PROD-1362,2026-05-21,Out,3
T000862,PROD-191,2026-05-21,Out,1
T000025,PROD-365,2026-05-21,Out,1
T000866,PROD-191,2026-05-21,Out,2
T001159,PROD-1362,2026-05-21,Out,1
RST049,PROD-1363,2026-05-21,In,24
T000125,PROD-403,2026-05-21,Out,3
RST061,PROD-1359,2026-05-21,In,53
T000869,PROD-191,2026-05-21,Out,2
T000128,PROD-403,2026-05-21,Out,3
T001694,PROD-1359,2026-05-21,Out,1
RST019,PROD-1004,2026-05-22,In,17
T001162,PROD-1362,2026-05-22,Out,1
T000970,PROD-627,2026-05-22,Out,3
RST057,PROD-1361,2026-05-22,In,97
T000295,PROD-502,2026-05-22,Out,6
T001168,PROD-1362,2026-05-23,Out,1
T000454,PROD-1014,2026-05-23,Out,1
T000971,PROD-627,2026-05-23,Out,1
T000776,PROD-957,2026-05-23,Out,1
T000778,PROD-957,2026-05-23,Out,2
T000447,PROD-1014,2026-05-23,Out,6
T001699,PROD-1359,2026-05-23,Out,3
T001701,PROD-1359,2026-05-23,Out,2
T001172,PROD-1362,2026-05-23,Out,1
T001287,PROD-1350,2026-05-23,Out,1
T001708,PROD-1359,2026-05-23,Out,2
T000030,PROD-365,2026-05-23,Out,1
T001710,PROD-1359,2026-05-23,Out,1
T000714,PROD-1073,2026-05-23,Out,1
T001320,PROD-1363,2026-05-23,Out,1
T001707,PROD-1359,2026-05-23,Out,2
T000137,PROD-403,2026-05-23,Out,2
T000436,PROD-1014,2026-05-23,Out,1
T000456,PROD-1014,2026-05-24,Out,1
T001711,PROD-1359,2026-05-24,Out,1
T000777,PROD-957,2026-05-24,Out,1
T000132,PROD-403,2026-05-24,Out,3
T001490,PROD-1361,2026-05-24,Out,2
T001170,PROD-1362,2026-05-24,Out,1
T000138,PROD-403,2026-05-24,Out,1
T000438,PROD-1014,2026-05-24,Out,2
T000980,PROD-627,2026-05-24,Out,1
T000713,PROD-1073,2026-05-24,Out,1
T000031,PROD-365,2026-05-24,Out,1
T000661,PROD-1004,2026-05-24,Out,1
T001171,PROD-1362,2026-05-24,Out,6
T000301,PROD-502,2026-05-24,Out,1
T001483,PROD-1361,2026-05-24,Out,3
T000664,PROD-1004,2026-05-25,Out,2
T000978,PROD-627,2026-05-25,Out,1
T000662,PROD-1004,2026-05-25,Out,1
T000972,PROD-627,2026-05-25,Out,2
T000975,PROD-627,2026-05-25,Out,3
T000299,PROD-502,2026-05-25,Out,2
T000977,PROD-627,2026-05-25,Out,5
T000874,PROD-191,2026-05-25,Out,1
T001397,PROD-1349,2026-05-25,Out,5
T001488,PROD-1361,2026-05-25,Out,4
T001486,PROD-1361,2026-05-25,Out,2
T000297,PROD-502,2026-05-25,Out,2
T000032,PROD-365,2026-05-25,Out,3
T000448,PROD-1014,2026-05-25,Out,3
T001700,PROD-1359,2026-05-25,Out,2
T000131,PROD-403,2026-05-25,Out,2
T000452,PROD-1014,2026-05-25,Out,1
T000873,PROD-191,2026-05-25,Out,1
T000872,PROD-191,2026-05-25,Out,1
T000133,PROD-403,2026-05-26,Out,1
T000027,PROD-365,2026-05-26,Out,2
T000028,PROD-365,2026-05-26,Out,2
T001173,PROD-1362,2026-05-26,Out,1
T001702,PROD-1359,2026-05-26,Out,2
T000871,PROD-191,2026-05-26,Out,3
T001709,PROD-1359,2026-05-26,Out,2
T000775,PROD-957,2026-05-26,Out,1
T000441,PROD-1014,2026-05-26,Out,3
T001169,PROD-1362,2026-05-26,Out,2
T000451,PROD-1014,2026-05-26,Out,1
T000974,PROD-627,2026-05-26,Out,1
T000449,PROD-1014,2026-05-26,Out,1
T000973,PROD-627,2026-05-26,Out,1
T000445,PROD-1014,2026-05-26,Out,4
T000437,PROD-1014,2026-05-26,Out,2
T000446,PROD-1014,2026-05-26,Out,2
T000439,PROD-1014,2026-05-27,Out,2
T001482,PROD-1361,2026-05-27,Out,1
T000300,PROD-502,2026-05-27,Out,1
T001321,PROD-1363,2026-05-27,Out,2
T001705,PROD-1359,2026-05-27,Out,3
T001484,PROD-1361,2026-05-27,Out,1
T001698,PROD-1359,2026-05-27,Out,3
T000029,PROD-365,2026-05-27,Out,1
T000442,PROD-1014,2026-05-27,Out,1
T001706,PROD-1359,2026-05-27,Out,1
T000455,PROD-1014,2026-05-27,Out,1
T001491,PROD-1361,2026-05-28,Out,1
T001485,PROD-1361,2026-05-28,Out,2
T001489,PROD-1361,2026-05-28,Out,3
T000298,PROD-502,2026-05-28,Out,2
T000435,PROD-1014,2026-05-28,Out,1
T000440,PROD-1014,2026-05-28,Out,1
T001703,PROD-1359,2026-05-28,Out,1
T000444,PROD-1014,2026-05-28,Out,1
T000450,PROD-1014,2026-05-28,Out,2
RST015,PROD-1014,2026-05-28,In,98
RST032,PROD-191,2026-05-28,In,27
T001319,PROD-1363,2026-05-28,Out,1
T000663,PROD-1004,2026-05-28,Out,2
T000979,PROD-627,2026-05-28,Out,1
T000139,PROD-403,2026-05-28,Out,1
RST041,PROD-1362,2026-05-28,In,45
T000135,PROD-403,2026-05-28,Out,3
T000976,PROD-627,2026-05-28,Out,1
T000715,PROD-1073,2026-05-29,Out,1
T001487,PROD-1361,2026-05-29,Out,1
T001704,PROD-1359,2026-05-29,Out,1
RST023,PROD-1073,2026-05-29,In,21
T000134,PROD-403,2026-05-29,Out,1
T000130,PROD-403,2026-05-29,Out,1
T000443,PROD-1014,2026-05-29,Out,2
T000453,PROD-1014,2026-05-29,Out,1
T000712,PROD-1073,2026-05-29,Out,1
T001288,PROD-1350,2026-05-29,Out,1
T000136,PROD-403,2026-05-29,Out,1
T000434,PROD-1014,2026-05-29,Out,1
T001325,PROD-1363,2026-05-30,Out,2
T001326,PROD-1363,2026-05-30,Out,1
T000877,PROD-191,2026-05-30,Out,1
T001179,PROD-1362,2026-05-30,Out,1
T000716,PROD-1073,2026-05-30,Out,4
T000718,PROD-1073,2026-05-30,Out,1
T001497,PROD-1361,2026-05-30,Out,1
T001503,PROD-1361,2026-05-30,Out,2
T001178,PROD-1362,2026-05-30,Out,1
T000145,PROD-403,2026-05-30,Out,1
T000462,PROD-1014,2026-05-30,Out,1
T000034,PROD-365,2026-05-30,Out,1
T001722,PROD-1359,2026-05-30,Out,1
T001723,PROD-1359,2026-05-30,Out,3
T001500,PROD-1361,2026-05-31,Out,1
T000985,PROD-627,2026-05-31,Out,1
T000875,PROD-191,2026-05-31,Out,2
T001492,PROD-1361,2026-05-31,Out,1
T000458,PROD-1014,2026-05-31,Out,4
T000143,PROD-403,2026-05-31,Out,1
T000779,PROD-957,2026-05-31,Out,1
T001399,PROD-1349,2026-05-31,Out,1
T000153,PROD-403,2026-05-31,Out,1
T001718,PROD-1359,2026-05-31,Out,1
T000303,PROD-502,2026-05-31,Out,3
T001725,PROD-1359,2026-06-01,Out,1
T000876,PROD-191,2026-06-01,Out,1
T000149,PROD-403,2026-06-01,Out,1
T001504,PROD-1361,2026-06-01,Out,1
T001712,PROD-1359,2026-06-01,Out,4
T001499,PROD-1361,2026-06-01,Out,1
T001721,PROD-1359,2026-06-01,Out,1
T001174,PROD-1362,2026-06-01,Out,6
T001400,PROD-1349,2026-06-01,Out,1
T000986,PROD-627,2026-06-02,Out,5
T001322,PROD-1363,2026-06-02,Out,1
T001496,PROD-1361,2026-06-02,Out,2
T001290,PROD-1350,2026-06-02,Out,1
T000146,PROD-403,2026-06-02,Out,1
T001507,PROD-1361,2026-06-02,Out,1
T000983,PROD-627,2026-06-02,Out,2
T000982,PROD-627,2026-06-02,Out,1
T001720,PROD-1359,2026-06-02,Out,2
T001501,PROD-1361,2026-06-02,Out,3
T001506,PROD-1361,2026-06-02,Out,1
T001323,PROD-1363,2026-06-02,Out,1
T001717,PROD-1359,2026-06-02,Out,1
T001713,PROD-1359,2026-06-02,Out,2
T001181,PROD-1362,2026-06-02,Out,6
T000878,PROD-191,2026-06-02,Out,1
T001398,PROD-1349,2026-06-02,Out,1
T000464,PROD-1014,2026-06-02,Out,1
T000035,PROD-365,2026-06-02,Out,1
T001175,PROD-1362,2026-06-02,Out,1
T001724,PROD-1359,2026-06-03,Out,1
T000459,PROD-1014,2026-06-03,Out,1
T001498,PROD-1361,2026-06-03,Out,3
T000147,PROD-403,2026-06-03,Out,2
T001289,PROD-1350,2026-06-03,Out,1
T000460,PROD-1014,2026-06-03,Out,1
T000144,PROD-403,2026-06-03,Out,1
