Date,Transaction_ID,SKU,Product_Name,Quantity_Sold,Stock_After_Sale,Safety_Stock,Reorder_Point,Trigger_Type,New_Trigger
2017-10-01,T172056,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,74,27,123,WARNING,False
2017-10-01,T172090,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,73,27,123,WARNING,False
2017-10-01,T171971,PROD-1073,Pelican Sunstream 100 Kayak,1,86,31,139,WARNING,False
2017-10-01,T171968,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,93,34,155,WARNING,False
2017-10-01,T171994,PROD-1014,O'Brien Men's Neoprene Life Vest,2,322,115,518,WARNING,False
2017-10-01,T172126,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,72,27,123,WARNING,False
2017-10-01,T172107,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,71,27,123,WARNING,False
2017-10-01,T171973,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,70,27,123,WARNING,False
2017-10-01,T171981,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,69,27,123,WARNING,False
2017-10-01,T172070,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,68,27,123,WARNING,False
2017-10-01,T172006,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,92,34,155,WARNING,False
2017-10-01,T172028,PROD-1014,O'Brien Men's Neoprene Life Vest,1,321,115,518,WARNING,False
2017-10-01,T172113,PROD-1073,Pelican Sunstream 100 Kayak,1,85,31,139,WARNING,False
2017-10-01,T171998,PROD-1073,Pelican Sunstream 100 Kayak,1,84,31,139,WARNING,False
2017-10-01,T172075,PROD-1073,Pelican Sunstream 100 Kayak,1,83,31,139,WARNING,False
2017-10-01,T172109,PROD-1073,Pelican Sunstream 100 Kayak,1,82,31,139,WARNING,False
2017-10-01,T172027,PROD-1073,Pelican Sunstream 100 Kayak,1,81,31,139,WARNING,False
2017-10-01,T172020,PROD-1073,Pelican Sunstream 100 Kayak,1,80,31,139,WARNING,False
2017-10-01,T172042,PROD-1073,Pelican Sunstream 100 Kayak,1,79,31,139,WARNING,False
2017-10-01,T172099,PROD-1073,Pelican Sunstream 100 Kayak,1,78,31,139,WARNING,False
2017-10-01,T171999,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,91,34,155,WARNING,False
2017-10-01,T172081,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,67,27,123,WARNING,False
2017-10-01,T172118,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,90,34,155,WARNING,False
2017-10-01,T172086,PROD-1014,O'Brien Men's Neoprene Life Vest,3,318,115,518,WARNING,False
2017-10-01,T172063,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,5,162,63,284,WARNING,False
2017-10-01,T172054,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,160,63,284,WARNING,False
2017-10-01,T172051,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,158,63,284,WARNING,False
2017-10-01,T172040,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,156,63,284,WARNING,False
2017-10-01,T172097,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,5,151,63,284,WARNING,False
2017-10-01,T172114,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,89,34,155,WARNING,False
2017-10-01,T172005,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,4,147,63,284,WARNING,False
2017-10-01,T172073,PROD-1014,O'Brien Men's Neoprene Life Vest,5,313,115,518,WARNING,False
2017-10-01,T172079,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,88,34,155,WARNING,False
2017-10-01,T171977,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,66,27,123,WARNING,False
2017-10-01,T172047,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,87,34,155,WARNING,False
2017-10-01,T171988,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,86,34,155,WARNING,False
2017-10-01,T172083,PROD-1014,O'Brien Men's Neoprene Life Vest,1,312,115,518,WARNING,False
2017-10-01,T172052,PROD-1014,O'Brien Men's Neoprene Life Vest,4,308,115,518,WARNING,False
2017-10-01,T172016,PROD-1014,O'Brien Men's Neoprene Life Vest,3,305,115,518,WARNING,False
2017-10-01,T171970,PROD-1014,O'Brien Men's Neoprene Life Vest,4,301,115,518,WARNING,False
2017-10-01,T171967,PROD-1014,O'Brien Men's Neoprene Life Vest,2,299,115,518,WARNING,False
2017-10-01,T171989,PROD-1014,O'Brien Men's Neoprene Life Vest,2,297,115,518,WARNING,False
2017-10-01,T172031,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,85,34,155,WARNING,False
2017-10-01,T172069,PROD-1014,O'Brien Men's Neoprene Life Vest,1,296,115,518,WARNING,False
2017-10-01,T172087,PROD-1014,O'Brien Men's Neoprene Life Vest,1,295,115,518,WARNING,False
2017-10-01,T172033,PROD-1014,O'Brien Men's Neoprene Life Vest,5,290,115,518,WARNING,False
2017-10-01,T171969,PROD-1014,O'Brien Men's Neoprene Life Vest,2,288,115,518,WARNING,False
2017-10-01,T172112,PROD-1014,O'Brien Men's Neoprene Life Vest,4,284,115,518,WARNING,False
2017-10-01,T172050,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,84,34,155,WARNING,False
2017-10-01,T172095,PROD-1014,O'Brien Men's Neoprene Life Vest,1,283,115,518,WARNING,False
2017-10-01,T172093,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,83,34,155,WARNING,False
2017-10-01,T172122,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,82,34,155,WARNING,False
2017-10-01,T172106,PROD-1014,O'Brien Men's Neoprene Life Vest,1,282,115,518,WARNING,False
2017-10-01,T172072,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,81,34,155,WARNING,False
2017-10-02,T172157,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,65,27,123,WARNING,False
2017-10-02,T172153,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,64,27,123,WARNING,False
2017-10-02,T172178,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,145,63,284,WARNING,False
2017-10-02,T172132,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,144,63,284,WARNING,False
2017-10-02,T172165,PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,142,63,284,WARNING,False
2017-10-02,T172137,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,108,44,199,WARNING,False
2017-10-02,T172194,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,107,44,199,WARNING,False
2017-10-02,T172168,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,106,44,199,WARNING,False
2017-10-02,T172182,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,105,44,199,WARNING,False
2017-10-02,T172187,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,104,44,199,WARNING,False
2017-10-02,T172186,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,103,44,199,WARNING,False
2017-10-02,T172167,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,102,44,199,WARNING,False
2017-10-02,T172185,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,101,44,199,WARNING,False
2017-10-02,T172158,PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,100,44,199,WARNING,False
2017-10-02,T172184,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,63,27,123,WARNING,False
2017-10-02,T172128,PROD-1073,Pelican Sunstream 100 Kayak,1,77,31,139,WARNING,False
2017-10-02,T172160,PROD-1073,Pelican Sunstream 100 Kayak,1,76,31,139,WARNING,False
2017-10-02,T172151,PROD-1073,Pelican Sunstream 100 Kayak,1,75,31,139,WARNING,False
2017-10-02,T172164,PROD-1073,Pelican Sunstream 100 Kayak,1,74,31,139,WARNING,False
2017-10-02,T172191,PROD-1073,Pelican Sunstream 100 Kayak,1,73,31,139,WARNING,False
2017-10-02,T172136,PROD-1073,Pelican Sunstream 100 Kayak,1,72,31,139,WARNING,False
2017-10-02,T172133,PROD-1073,Pelican Sunstream 100 Kayak,1,71,31,139,WARNING,False
2017-10-02,T172173,PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,62,27,123,WARNING,False
2017-10-02,T172148,PROD-1014,O'Brien Men's Neoprene Life Vest,3,279,115,518,WARNING,False
2017-10-02,T172139,PROD-1073,Pelican Sunstream 100 Kayak,1,70,31,139,WARNING,False
2017-10-02,T172145,PROD-1014,O'Brien Men's Neoprene Life Vest,5,274,115,518,WARNING,False
2017-10-02,T172193,PROD-1014,O'Brien Men's Neoprene Life Vest,3,271,115,518,WARNING,False
2017-10-02,T172192,PROD-1014,O'Brien Men's Neoprene Life Vest,5,266,115,518,WARNING,False
2017-10-02,T172189,PROD-1014,O'Brien Men's Neoprene Life Vest,3,263,115,518,WARNING,False
2017-10-02,T172156,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,80,34,155,WARNING,False
2017-10-02,T172163,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,79,34,155,WARNING,False
2017-10-02,T172179,PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,1,78,34,155,WARNING,False
2017-10-02,T172146,PROD-1014,O'Brien Men's Neoprene Life Vest,4,259,115,518,WARNING,False
2017-10-18,T173294,PROD-1349,Web Camera,1,66,45,90,WARNING,True
2017-10-18,T173271,PROD-1349,Web Camera,1,65,45,90,WARNING,False
2017-10-18,T173290,PROD-1349,Web Camera,1,64,45,90,WARNING,False
2017-10-18,T173272,PROD-1349,Web Camera,1,63,45,90,WARNING,False
2017-10-18,T173292,PROD-1349,Web Camera,1,62,45,90,WARNING,False
2017-10-18,T173273,PROD-1349,Web Camera,1,61,45,90,WARNING,False
2017-10-18,T173277,PROD-1349,Web Camera,1,60,45,90,WARNING,False
2017-10-18,T173259,PROD-1349,Web Camera,1,59,45,90,WARNING,False
2017-10-18,T173283,PROD-1349,Web Camera,1,58,45,90,WARNING,False
2017-10-18,T173269,PROD-1349,Web Camera,1,57,45,90,WARNING,False
2017-10-18,T173287,PROD-1349,Web Camera,1,56,45,90,WARNING,False
2017-10-18,T173280,PROD-1349,Web Camera,1,55,45,90,WARNING,False
2017-10-18,T173260,PROD-1349,Web Camera,1,54,45,90,WARNING,False
2017-12-21,T177654,PROD-1349,Web Camera,1,53,45,90,WARNING,False
2017-12-21,T177657,PROD-1349,Web Camera,1,52,45,90,WARNING,False
2017-12-21,T177664,PROD-1349,Web Camera,1,51,45,90,WARNING,False
2017-12-21,T177665,PROD-1349,Web Camera,1,50,45,90,WARNING,False
2017-12-21,T177653,PROD-1349,Web Camera,1,49,45,90,WARNING,False
2017-12-21,T177656,PROD-1349,Web Camera,1,48,45,90,WARNING,False
2017-12-21,T177660,PROD-1349,Web Camera,1,47,45,90,WARNING,False
2017-12-21,T177661,PROD-1349,Web Camera,1,46,45,90,WARNING,False
2017-12-21,T177650,PROD-1349,Web Camera,1,45,45,90,CRITICAL,True
2017-12-21,T177659,PROD-1349,Web Camera,1,44,45,90,CRITICAL,False
2017-12-21,T177663,PROD-1349,Web Camera,1,43,45,90,CRITICAL,False
2017-12-21,T177651,PROD-1349,Web Camera,1,42,45,90,CRITICAL,False
2017-12-21,T177652,PROD-1349,Web Camera,1,41,45,90,CRITICAL,False
2017-12-21,T177662,PROD-1349,Web Camera,1,40,45,90,CRITICAL,False
2017-12-21,T177658,PROD-1349,Web Camera,1,39,45,90,CRITICAL,False
2017-12-21,T177666,PROD-1349,Web Camera,1,38,45,90,CRITICAL,False
2017-12-21,T177655,PROD-1349,Web Camera,1,37,45,90,CRITICAL,False
2017-12-22,T177726,PROD-1350,Children's heaters,1,73,55,110,WARNING,True
2017-12-22,T177775,PROD-1350,Children's heaters,1,72,55,110,WARNING,False
2017-12-22,T177727,PROD-1350,Children's heaters,1,71,55,110,WARNING,False
2017-12-22,T177718,PROD-1350,Children's heaters,1,70,55,110,WARNING,False
2017-12-22,T177733,PROD-1350,Children's heaters,1,69,55,110,WARNING,False
2017-12-22,T177742,PROD-1350,Children's heaters,1,68,55,110,WARNING,False
2017-12-22,T177723,PROD-1350,Children's heaters,1,67,55,110,WARNING,False
2017-12-22,T177777,PROD-1350,Children's heaters,1,66,55,110,WARNING,False
2017-12-22,T177748,PROD-1350,Children's heaters,1,65,55,110,WARNING,False
2017-12-22,T177717,PROD-1350,Children's heaters,1,64,55,110,WARNING,False
2017-12-22,T177749,PROD-1350,Children's heaters,1,63,55,110,WARNING,False
2017-12-22,T177735,PROD-1350,Children's heaters,1,62,55,110,WARNING,False
2017-12-22,T177741,PROD-1350,Children's heaters,1,61,55,110,WARNING,False
2017-12-23,T177784,PROD-1350,Children's heaters,1,60,55,110,WARNING,False
2017-12-23,T177796,PROD-1350,Children's heaters,1,59,55,110,WARNING,False
2017-12-23,T177782,PROD-1350,Children's heaters,1,58,55,110,WARNING,False
2017-12-23,T177781,PROD-1350,Children's heaters,1,57,55,110,WARNING,False
2017-12-23,T177780,PROD-1350,Children's heaters,1,56,55,110,WARNING,False
2017-12-23,T177785,PROD-1350,Children's heaters,1,55,55,110,CRITICAL,True
2017-12-23,T177789,PROD-1350,Children's heaters,1,54,55,110,CRITICAL,False
2017-12-23,T177795,PROD-1350,Children's heaters,1,53,55,110,CRITICAL,False
2017-12-23,T177788,PROD-1350,Children's heaters,1,52,55,110,CRITICAL,False
2017-12-23,T177794,PROD-1350,Children's heaters,1,51,55,110,CRITICAL,False
2017-12-23,T177792,PROD-1350,Children's heaters,1,50,55,110,CRITICAL,False
2017-12-23,T177791,PROD-1350,Children's heaters,1,49,55,110,CRITICAL,False
2017-12-23,T177790,PROD-1350,Children's heaters,1,48,55,110,CRITICAL,False
2017-12-23,T177783,PROD-1350,Children's heaters,1,47,55,110,CRITICAL,False
2017-12-23,T177793,PROD-1350,Children's heaters,1,46,55,110,CRITICAL,False
2017-12-23,T177786,PROD-1350,Children's heaters,1,45,55,110,CRITICAL,False
2017-12-23,T177787,PROD-1350,Children's heaters,1,44,55,110,CRITICAL,False
2018-01-10,T179026,PROD-1359,Adult dog supplies,1,81,23,105,WARNING,True
2018-01-10,T179033,PROD-1359,Adult dog supplies,1,80,23,105,WARNING,False
2018-01-10,T179027,PROD-1359,Adult dog supplies,1,79,23,105,WARNING,False
2018-01-10,T179023,PROD-1359,Adult dog supplies,1,78,23,105,WARNING,False
2018-01-10,T179038,PROD-1359,Adult dog supplies,1,77,23,105,WARNING,False
2018-01-10,T179043,PROD-1359,Adult dog supplies,1,76,23,105,WARNING,False
2018-01-10,T179029,PROD-1359,Adult dog supplies,1,75,23,105,WARNING,False
2018-01-10,T179014,PROD-1359,Adult dog supplies,1,74,23,105,WARNING,False
2018-01-10,T179013,PROD-1359,Adult dog supplies,1,73,23,105,WARNING,False
2018-01-10,T179018,PROD-1359,Adult dog supplies,1,72,23,105,WARNING,False
2018-01-10,T179036,PROD-1359,Adult dog supplies,1,71,23,105,WARNING,False
2018-01-10,T179017,PROD-1359,Adult dog supplies,1,70,23,105,WARNING,False
2018-01-10,T179021,PROD-1359,Adult dog supplies,1,69,23,105,WARNING,False
2018-01-10,T179015,PROD-1359,Adult dog supplies,1,68,23,105,WARNING,False
2018-01-10,T179032,PROD-1359,Adult dog supplies,1,67,23,105,WARNING,False
2018-01-10,T179016,PROD-1359,Adult dog supplies,1,66,23,105,WARNING,False
2018-01-10,T179035,PROD-1359,Adult dog supplies,1,65,23,105,WARNING,False
2018-01-10,T179024,PROD-1359,Adult dog supplies,1,64,23,105,WARNING,False
2018-01-10,T179019,PROD-1359,Adult dog supplies,1,63,23,105,WARNING,False
2018-01-10,T179020,PROD-1359,Adult dog supplies,1,62,23,105,WARNING,False
2018-01-10,T179030,PROD-1359,Adult dog supplies,1,61,23,105,WARNING,False
2018-01-10,T179042,PROD-1359,Adult dog supplies,1,60,23,105,WARNING,False
2018-01-10,T179022,PROD-1359,Adult dog supplies,1,59,23,105,WARNING,False
2018-01-10,T179039,PROD-1359,Adult dog supplies,1,58,23,105,WARNING,False
2018-01-10,T179031,PROD-1359,Adult dog supplies,1,57,23,105,WARNING,False
2018-01-10,T179041,PROD-1359,Adult dog supplies,1,56,23,105,WARNING,False
2018-01-10,T179034,PROD-1359,Adult dog supplies,1,55,23,105,WARNING,False
2018-01-10,T179037,PROD-1359,Adult dog supplies,1,54,23,105,WARNING,False
2018-01-10,T179025,PROD-1359,Adult dog supplies,1,53,23,105,WARNING,False
2018-01-10,T179028,PROD-1359,Adult dog supplies,1,52,23,105,WARNING,False
2018-01-17,T179511,PROD-1361,Toys,1,70,50,100,WARNING,True
2018-01-17,T179523,PROD-1361,Toys,1,69,50,100,WARNING,False
2018-01-17,T179524,PROD-1361,Toys,1,68,50,100,WARNING,False
2018-01-17,T179528,PROD-1361,Toys,1,67,50,100,WARNING,False
2018-01-17,T179521,PROD-1361,Toys,1,66,50,100,WARNING,False
2018-01-17,T179527,PROD-1361,Toys,1,65,50,100,WARNING,False
2018-01-17,T179529,PROD-1361,Toys,1,64,50,100,WARNING,False
2018-01-17,T179526,PROD-1361,Toys,1,63,50,100,WARNING,False
2018-01-17,T179501,PROD-1361,Toys,1,62,50,100,WARNING,False
2018-01-17,T179507,PROD-1361,Toys,1,61,50,100,WARNING,False
2018-01-17,T179510,PROD-1361,Toys,1,60,50,100,WARNING,False
2018-01-17,T179522,PROD-1361,Toys,1,59,50,100,WARNING,False
